1.0000	0.1905	0.5000	0.0000
1.0000	0.6000	0.7500	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.0000	0.0000	0.0000
1.0000	0.3333	0.3333	0.0000
1.0000	0.0000	0.0000	0.0000
1.0000	0.6667	0.6667	0.0000
1.0000	0.6667	0.5000	0.0000
1.0000	0.4444	0.4000	0.0000
1.0000	0.0909	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.3333	0.3333	0.0000
1.0000	0.6000	0.6000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.2667	0.4000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.8889	0.8889	0.0000
1.0000	0.2857	0.2500	0.0000
1.0000	0.4000	0.3333	0.0000
1.0000	0.1667	0.2000	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.6667	0.6667	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.4444	0.4000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.4848	0.3810	0.0000
0.0000	0.1667	0.2727	0.0000
0.0000	0.4000	0.4615	0.0000
0.0000	0.2000	0.3333	0.0000
0.0000	0.0976	0.2857	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.3529	0.2308	0.0000
0.0000	0.4286	0.3529	0.0000
0.0000	0.2941	0.3125	0.0000
1.0000	0.1333	0.0833	0.0000
1.0000	0.6957	0.8889	0.0000
1.0000	0.3333	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.4615	0.7500	0.0000
0.0000	0.5000	0.5000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.1111	0.3333	0.0000
1.0000	0.1538	0.1000	0.0000
0.0000	0.0571	0.0345	0.0000
0.0000	0.3226	0.2381	0.0000
1.0000	0.6000	0.6000	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.1111	0.0588	0.0000
0.0000	0.2985	0.5263	0.0000
1.0000	0.2059	0.5385	0.0000
0.0000	0.3731	0.3676	0.0000
1.0000	0.3784	0.4118	0.0000
1.0000	0.0000	0.0000	0.0000
0.0000	0.3333	0.2500	0.0000
1.0000	0.1053	0.0556	0.0000
0.0000	0.3051	0.2571	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.2920	0.3509	0.0000
0.0000	0.1013	0.0690	0.0000
0.0000	0.0435	0.0476	0.0000
1.0000	0.3051	0.2647	0.0000
0.0000	0.3051	0.5143	0.0000
0.0000	0.2500	0.2308	0.0000
0.0000	0.0645	0.1111	0.0000
1.0000	0.3684	0.5385	0.0000
0.0000	0.3077	0.3333	0.0000
0.0000	0.3396	0.5294	0.0000
1.0000	0.7027	0.7222	0.0000
1.0000	0.6000	0.4286	0.0000
0.0000	0.0909	0.1250	0.0000
0.0000	0.1333	0.1500	0.0000
1.0000	0.4000	0.2500	0.0000
0.0000	0.0606	0.0833	0.0000
0.0000	0.3333	0.2500	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.3768	0.3095	0.0000
1.0000	0.6250	0.5000	0.0000
1.0000	0.9231	1.0000	0.0000
1.0000	0.2000	0.4000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.5000	0.4000	0.0000
1.0000	0.1538	0.2500	0.0000
1.0000	0.0000	0.0000	0.0000
1.0000	0.7500	0.7500	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.6000	0.6000	0.0000
1.0000	0.1667	0.1200	0.0000
0.0000	0.2642	0.2500	0.0000
0.0000	0.4516	0.3684	0.0000
1.0000	0.2759	0.2162	0.0000
0.0000	0.0000	0.0000	0.0000
