0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.2353	0.5000	0.0000
1.0000	0.1053	0.3333	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.1176	0.3333	0.0000
1.0000	0.5000	1.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.1000	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.3333	0.3333	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.7692	0.7143	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.2222	0.2222	0.0000
1.0000	0.1176	0.2500	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.2000	0.4000	0.0000
0.0000	0.3333	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.3333	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.5000	0.5000	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.5000	0.5000	0.0000
0.0000	0.2000	0.1429	0.0000
0.0000	0.2857	0.1818	0.0000
0.0000	0.8889	0.9231	0.0000
1.0000	0.1600	0.3333	0.0000
0.0000	0.1071	0.4286	0.0000
0.0000	0.1600	0.5000	0.0000
1.0000	0.2667	0.1538	0.0000
0.0000	0.0909	0.0588	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.2400	0.2500	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.1053	0.3333	0.0000
0.0000	0.3333	0.3333	0.0000
0.0000	0.5000	0.5000	0.0000
0.0000	0.3333	0.3333	0.0000
0.0000	0.2500	0.5000	0.0000
0.0000	0.0769	0.2500	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.6667	0.6667	0.0000
0.0000	0.1000	0.2000	0.0000
0.0000	0.2439	0.1724	0.0000
0.0000	0.2162	0.1905	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.1622	0.1579	0.0000
0.0000	0.1250	0.1538	0.0000
0.0000	0.3333	0.3088	0.0000
1.0000	0.2727	0.3529	0.0000
1.0000	0.0000	0.0000	0.0000
0.0000	0.2353	0.5000	0.0000
0.0000	0.5294	0.5000	0.0000
0.0000	0.3448	0.2857	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.2222	0.1579	0.0000
0.0000	0.3134	0.3621	0.0000
0.0000	0.1053	0.0952	0.0000
0.0000	0.3333	0.2941	0.0000
0.0000	0.4211	0.4571	0.0000
0.0000	0.2545	0.2692	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.2800	0.2692	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.2857	0.2353	0.0000
0.0000	0.1951	0.2222	0.0000
0.0000	0.1026	0.2857	0.0000
0.0000	0.1695	0.3125	0.0000
0.0000	0.0889	0.1000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.1600	0.1667	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.3333	0.3333	0.0000
0.0000	0.3333	0.3333	0.0000
0.0000	0.3784	0.3333	0.0000
0.0000	0.1034	0.3000	0.0000
0.0000	0.1818	0.3333	0.0000
0.0000	0.0833	0.2000	0.0000
0.0000	0.3333	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.2500	0.2000	0.0000
0.0000	0.0870	0.2500	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0645	0.2857	0.0000
0.0000	0.2857	0.4000	0.0000
0.0000	0.2162	0.1600	0.0000
0.0000	0.2727	0.2143	0.0000
0.0000	0.0645	0.0526	0.0000
0.0000	0.1961	0.1351	0.0000
0.0000	0.0667	0.1429	0.0000
