1.0000	0.1818	0.2500	0.0000
1.0000	0.2727	0.7500	0.0000
1.0000	0.2500	1.0000	0.0000
1.0000	0.2105	0.5000	0.0000
1.0000	0.4444	0.6667	0.0000
1.0000	0.2105	0.6667	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.4000	1.0000	0.0000
1.0000	0.5455	0.6000	0.0000
1.0000	0.1000	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.4286	0.6000	0.0000
1.0000	0.8000	0.8000	0.0000
1.0000	0.5333	0.8000	0.0000
1.0000	0.7778	1.0000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.7500	1.0000	0.0000
1.0000	0.7500	0.7500	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.1739	0.4000	0.0000
1.0000	0.2000	0.6667	0.0000
0.0000	0.0000	0.0000	0.0000
1.0000	0.6667	0.6667	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.0000	0.0000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.4000	0.6000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.4727	0.6190	0.0000
0.0000	0.4828	0.6364	0.0000
0.0000	0.4138	0.4615	0.0000
1.0000	0.1333	0.3333	0.0000
0.0000	0.1538	0.2857	0.0000
0.0000	0.1429	0.2500	0.0000
1.0000	0.2500	0.2308	0.0000
0.0000	0.1600	0.1176	0.0000
1.0000	0.4375	0.4375	0.0000
1.0000	0.3333	0.2500	0.0000
1.0000	0.4848	0.8889	0.0000
1.0000	0.2667	0.6667	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.5000	0.5000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.4615	0.7500	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0870	0.2500	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.0833	0.3333	0.0000
1.0000	1.0000	1.0000	1.0000
0.0000	0.2000	0.1724	0.0000
1.0000	0.4400	0.5238	0.0000
1.0000	0.6154	0.8000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0000	0.1111	0.0588	0.0000
1.0000	0.1277	0.3158	0.0000
1.0000	0.1176	0.3077	0.0000
1.0000	0.2557	0.4118	0.0000
1.0000	0.2069	0.5294	0.0000
1.0000	0.1818	0.1053	0.0000
0.0000	0.3636	0.5000	0.0000
1.0000	0.5455	0.5000	0.0000
0.0000	0.2340	0.3143	0.0000
1.0000	0.0175	0.1429	0.0000
1.0000	0.1163	0.1754	0.0000
1.0000	0.2449	0.4138	0.0000
0.0000	0.1308	0.3333	0.0000
1.0000	0.1379	0.4706	0.0000
0.0000	0.1558	0.3429	0.0000
1.0000	0.1053	0.2308	0.0000
0.0000	0.0370	0.1111	0.0000
1.0000	0.2169	0.3462	0.0000
1.0000	0.3810	0.6667	0.0000
1.0000	0.2192	0.4706	0.0000
1.0000	0.6829	0.7778	0.0000
1.0000	0.2727	0.4286	0.0000
1.0000	0.1250	0.4375	0.0000
1.0000	0.2188	0.3500	0.0000
1.0000	0.3636	0.5000	0.0000
0.0000	0.0426	0.0833	0.0000
0.0000	0.2609	0.3750	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.2000	0.6667	0.0000
1.0000	0.5111	0.5476	0.0000
1.0000	0.4762	0.5000	0.0000
1.0000	0.4762	0.8333	0.0000
1.0000	0.1364	0.6000	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.4706	0.8000	0.0000
1.0000	0.0000	0.0000	0.0000
1.0000	0.2105	0.5000	0.0000
1.0000	0.7500	0.7500	0.0000
0.0000	0.0392	0.1429	0.0000
1.0000	1.0000	1.0000	1.0000
1.0000	0.2400	0.2400	0.0000
1.0000	0.2680	0.4643	0.0000
1.0000	0.2727	0.4737	0.0000
1.0000	0.2500	0.2162	0.0000
1.0000	0.0632	0.4286	0.0000
